Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Unspecified sprain of left hip,receiving_unsterile_injections,muscle_wasting,continuous_sneezing,drying_and_tingling_lips,extra_marital_contacts,excessive_hunger,dehydration,,,,,,,,,,
Encounter for prophylactic surgery for risk factors related to malignant neoplasms,swelled_lymph_nodes,foul_smell_ofurine,patches_in_throat,blood_in_sputum,,,,,,,,,,,,,
"Weeks of gestation of pregnancy, weeks 20-29",swollen_legs,excessive_hunger,unsteadiness,dark_urine,muscle_pain,,,,,,,,,,,,
Puncture wound without foreign body of right middle finger with damage to nail,blackheads,nausea,mood_swings,neck_pain,internal_itching,yellowish_skin,high_fever,,,,,,,,,,
"Other specified disorders of bone density and structure, hand",spinning_movements,scurring,cough,foul_smell_ofurine,,,,,,,,,,,,,
Personal history of (corrected) congenital malformations of respiratory system,swollen_blood_vessels,continuous_sneezing,pain_behind_the_eyes,blister,hip_joint_pain,painful_walking,pain_in_anal_region,,,,,,,,,,
"Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional)",small_dents_in_nails,irregular_sugar_level,family_history,brittle_nails,,,,,,,,,,,,,
"Leukoplakia and other disturbances of oral epithelium, including tongue",mood_swings,pain_behind_the_eyes,mucoid_sputum,rusty_sputum,fatigue,receiving_blood_transfusion,,,,,,,,,,,
Otitis media in diseases classified elsewhere,cramps,drying_and_tingling_lips,dischromic_patches,headache,polyuria,yellow_crust_ooze,,,,,,,,,,,
"Burn of third degree of unspecified site of left lower limb, except ankle and foot",puffy_face_and_eyes,weakness_in_limbs,distention_of_abdomen,high_fever,knee_pain,,,,,,,,,,,,
Tracheostomy complications,foul_smell_ofurine,small_dents_in_nails,continuous_feel_of_urine,sweating,fluid_overload,,,,,,,,,,,,
Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,red_sore_around_nose,skin_peeling,knee_pain,swelling_of_stomach,itching,sweating,,,,,,,,,,,
Meningococcal infection,weakness_of_one_body_side,swelling_joints,knee_pain,acute_liver_failure,,,,,,,,,,,,,
"Poisoning by appetite depressants, undetermined",family_history,neck_pain,swelling_joints,indigestion,muscle_weakness,mucoid_sputum,,,,,,,,,,,
Newborn affected by other complications of labor and delivery,congestion,painful_walking,dehydration,yellowish_skin,,,,,,,,,,,,,
Orf virus disease,brittle_nails,prognosis,redness_of_eyes,muscle_weakness,irregular_sugar_level,,,,,,,,,,,,
Postimmunization arthropathy,nausea,obesity,pain_during_bowel_movements,inflammatory_nails,,,,,,,,,,,,,
Puncture wound with foreign body of right back wall of thorax without penetration into thoracic cavity,stomach_bleeding,polyuria,yellowing_of_eyes,blister,prognosis,skin_peeling,,,,,,,,,,,
Unspecified disorder of iris and ciliary body,family_history,continuous_feel_of_urine,unsteadiness,skin_peeling,,,,,,,,,,,,,
Other specified multiple gestation with two or more monochorionic fetuses,enlarged_thyroid,weakness_in_limbs,loss_of_appetite,abnormal_menstruation,,,,,,,,,,,,,
Unspecified juvenile rheumatoid arthritis of elbow,swelling_joints,yellow_crust_ooze,mild_fever,spotting_urination,anxiety,patches_in_throat,drying_and_tingling_lips,,,,,,,,,,
"Puncture wound with foreign body, unspecified thigh",mucoid_sputum,passage_of_gases,continuous_feel_of_urine,palpitations,ulcers_on_tongue,abnormal_menstruation,,,,,,,,,,,
Car passenger injured in noncollision transport accident in nontraffic accident,obesity,swollen_legs,blister,dark_urine,extra_marital_contacts,sinus_pressure,blurred_and_distorted_vision,,,,,,,,,,
Dual sensory impairment,receiving_blood_transfusion,puffy_face_and_eyes,fast_heart_rate,congestion,swelled_lymph_nodes,weakness_of_one_body_side,cough,,,,,,,,,,
Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere,congestion,muscle_pain,watering_from_eyes,spinning_movements,swelled_lymph_nodes,anxiety,,,,,,,,,,,
"Maternal care for anti-D [Rh] antibodies, second trimester",swelling_joints,slurred_speech,altered_sensorium,redness_of_eyes,loss_of_balance,,,,,,,,,,,,
Contusion of left wrist,red_sore_around_nose,polyuria,distention_of_abdomen,visual_disturbances,,,,,,,,,,,,,
"Osteonecrosis due to drugs, tibia and fibula",shivering,headache,constipation,silver_like_dusting,inflammatory_nails,skin_peeling,yellow_urine,,,,,,,,,,
"Sprain of the superior tibiofibular joint and ligament, right knee",diarrhoea,slurred_speech,painful_walking,excessive_hunger,,,,,,,,,,,,,
Bullous keratopathy,obesity,blood_in_sputum,yellowish_skin,slurred_speech,inflammatory_nails,dizziness,toxic_look_(typhos),,,,,,,,,,
"Major laceration of femoral artery, left leg",stiff_neck,ulcers_on_tongue,watering_from_eyes,lack_of_concentration,irritation_in_anus,,,,,,,,,,,,
Burn of unspecified degree of female genital region,burning_micturition,patches_in_throat,swollen_extremeties,blister,sweating,yellowing_of_eyes,,,,,,,,,,,
"Stress fracture, left ulna",slurred_speech,blurred_and_distorted_vision,patches_in_throat,history_of_alcohol_consumption,stiff_neck,,,,,,,,,,,,
Occupant of animal-drawn vehicle injured in collision with pedestrian or animal,swollen_extremeties,nodal_skin_eruptions,sinus_pressure,prognosis,muscle_pain,mucoid_sputum,distention_of_abdomen,,,,,,,,,,
Acquired deformity of neck,swollen_blood_vessels,ulcers_on_tongue,blister,toxic_look_(typhos),diarrhoea,increased_appetite,prominent_veins_on_calf,,,,,,,,,,
Other calcification of muscle,diarrhoea,inflammatory_nails,ulcers_on_tongue,yellowish_skin,,,,,,,,,,,,,
Cervical rib,cramps,scurring,stomach_pain,weight_loss,pain_behind_the_eyes,,,,,,,,,,,,
Localized anterior staphyloma,stomach_bleeding,scurring,receiving_unsterile_injections,increased_appetite,,,,,,,,,,,,,
"Other specified rheumatoid arthritis, hip",nausea,abdominal_pain,bladder_discomfort,high_fever,pain_during_bowel_movements,,,,,,,,,,,,
"Disruption of internal operation (surgical) wound, not elsewhere classified",painful_walking,prominent_veins_on_calf,nodal_skin_eruptions,swelling_joints,throat_irritation,nausea,,,,,,,,,,,
"Spontaneous rupture of other tendons, ankle and foot",dehydration,phlegm,swollen_blood_vessels,high_fever,restlessness,history_of_alcohol_consumption,altered_sensorium,,,,,,,,,,
Lesion of femoral nerve,bruising,family_history,redness_of_eyes,swelling_of_stomach,,,,,,,,,,,,,
"External constriction, left ankle",constipation,slurred_speech,blood_in_sputum,drying_and_tingling_lips,,,,,,,,,,,,,
"Toxic effect of mercury and its compounds, accidental (unintentional)",muscle_weakness,prominent_veins_on_calf,nausea,blurred_and_distorted_vision,,,,,,,,,,,,,
Burn of unspecified degree of unspecified forearm,visual_disturbances,mild_fever,pain_behind_the_eyes,dischromic_patches,swelled_lymph_nodes,red_spots_over_body,rusty_sputum,,,,,,,,,,
Other specified injury of ulnar artery at wrist and hand level of left arm,indigestion,skin_peeling,knee_pain,weight_gain,pus_filled_pimples,weakness_in_limbs,,,,,,,,,,,
"Open bite, unspecified hip",unsteadiness,altered_sensorium,itching,history_of_alcohol_consumption,receiving_blood_transfusion,inflammatory_nails,hip_joint_pain,,,,,,,,,,
Unspecified occupant of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident,sunken_eyes,fluid_overload,muscle_wasting,scurring,passage_of_gases,muscle_pain,movement_stiffness,,,,,,,,,,
Displaced transverse fracture of shaft of left tibia,neck_pain,polyuria,toxic_look_(typhos),weakness_of_one_body_side,sweating,,,,,,,,,,,,
Minor laceration of unspecified part of pancreas,excessive_hunger,blurred_and_distorted_vision,family_history,neck_pain,,,,,,,,,,,,,
"Chronic gout due to renal impairment, right ankle and foot",loss_of_smell,restlessness,palpitations,rusty_sputum,pain_behind_the_eyes,,,,,,,,,,,,
"Juvenile myoclonic epilepsy, intractable",muscle_weakness,patches_in_throat,continuous_feel_of_urine,hip_joint_pain,blister,silver_like_dusting,,,,,,,,,,,
Arthropathies in other specified diseases classified elsewhere,swollen_legs,swelling_joints,yellowish_skin,malaise,blood_in_sputum,mucoid_sputum,abnormal_menstruation,,,,,,,,,,
"Fatigue fracture of vertebra, site unspecified",history_of_alcohol_consumption,obesity,indigestion,headache,continuous_feel_of_urine,,,,,,,,,,,,
Other congenital malformations of ureter,anxiety,fast_heart_rate,chest_pain,swelled_lymph_nodes,blurred_and_distorted_vision,,,,,,,,,,,,
"Paralytic calcification and ossification of muscle, multiple sites",mood_swings,extra_marital_contacts,mucoid_sputum,brittle_nails,coma,headache,,,,,,,,,,,
"Fracture of one rib, right side",nausea,sunken_eyes,irritation_in_anus,bruising,itching,,,,,,,,,,,,
Other physeal fracture of lower end of right tibia,restlessness,pus_filled_pimples,drying_and_tingling_lips,sunken_eyes,,,,,,,,,,,,,
Type 2 diabetes mellitus with hypoglycemia,blood_in_sputum,toxic_look_(typhos),knee_pain,loss_of_appetite,prognosis,,,,,,,,,,,,
"Laceration of axillary artery, unspecified side",lack_of_concentration,phlegm,back_pain,skin_rash,prognosis,dizziness,cramps,,,,,,,,,,
Car driver injured in collision with railway train or railway vehicle in traffic accident,weakness_in_limbs,receiving_unsterile_injections,irritability,pus_filled_pimples,nausea,blister,swelled_lymph_nodes,,,,,,,,,,
Fall into unspecified water causing other injury,phlegm,unsteadiness,knee_pain,loss_of_smell,prognosis,yellow_urine,,,,,,,,,,,
Burn of first degree of male genital region,slurred_speech,palpitations,foul_smell_ofurine,indigestion,vomiting,,,,,,,,,,,,
Displaced fracture of greater trochanter of right femur,brittle_nails,swollen_legs,enlarged_thyroid,swelling_of_stomach,coma,blister,high_fever,,,,,,,,,,
Adverse effect of other narcotics,fluid_overload,increased_appetite,silver_like_dusting,spotting_urination,dizziness,,,,,,,,,,,,
Underdosing of predominantly beta-adrenoreceptor agonists,nausea,drying_and_tingling_lips,foul_smell_ofurine,muscle_wasting,blister,,,,,,,,,,,,
Traumatic rupture of collateral ligament of unspecified wrist,dizziness,mild_fever,pus_filled_pimples,movement_stiffness,scurring,shivering,,,,,,,,,,,
Unspecified fracture of right ilium,bruising,lethargy,pain_in_anal_region,blood_in_sputum,,,,,,,,,,,,,
"Terrorism involving biological weapons, civilian injured",headache,irritability,ulcers_on_tongue,brittle_nails,nodal_skin_eruptions,toxic_look_(typhos),,,,,,,,,,,
Contusion of unspecified wrist,yellow_urine,lethargy,acidity,depression,yellowish_skin,blister,,,,,,,,,,,
"Corrosion of cornea and conjunctival sac, right eye",coma,increased_appetite,watering_from_eyes,bladder_discomfort,itching,puffy_face_and_eyes,spotting_urination,,,,,,,,,,
Adverse effect of antithrombotic drugs,increased_appetite,throat_irritation,yellow_urine,continuous_feel_of_urine,spotting_urination,irregular_sugar_level,,,,,,,,,,,
Car driver injured in collision with other nonmotor vehicle in nontraffic accident,cold_hands_and_feets,muscle_pain,puffy_face_and_eyes,yellow_crust_ooze,,,,,,,,,,,,,
Leakage of umbrella device,pain_during_bowel_movements,silver_like_dusting,bruising,dark_urine,increased_appetite,muscle_weakness,bladder_discomfort,,,,,,,,,,
"Unspecified physeal fracture of lower end of radius, unspecified arm",pus_filled_pimples,dischromic_patches,palpitations,fluid_overload,watering_from_eyes,weight_gain,joint_pain,,,,,,,,,,
"Strain of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level",throat_irritation,burning_micturition,patches_in_throat,fatigue,weakness_in_limbs,polyuria,,,,,,,,,,,
Other mechanical complication of internal fixation device of bone of right lower leg,cramps,family_history,obesity,blister,anxiety,fast_heart_rate,silver_like_dusting,,,,,,,,,,
Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity,coma,cramps,prognosis,throat_irritation,,,,,,,,,,,,,
Corrosion of unspecified degree of right thigh,knee_pain,neck_pain,hip_joint_pain,fast_heart_rate,,,,,,,,,,,,,
Laceration of deep palmar arch of unspecified hand,swollen_extremeties,increased_appetite,sunken_eyes,diarrhoea,malaise,slurred_speech,chest_pain,,,,,,,,,,
Other disorders of psychological development,burning_micturition,weakness_of_one_body_side,loss_of_balance,stomach_pain,,,,,,,,,,,,,
Central cord syndrome at C2 level of cervical spinal cord,pain_behind_the_eyes,lethargy,swollen_extremeties,yellow_crust_ooze,skin_peeling,family_history,weight_loss,,,,,,,,,,
"Other specified injury of intrinsic muscle, fascia and tendon of unspecified thumb at wrist and hand level",receiving_unsterile_injections,indigestion,back_pain,history_of_alcohol_consumption,slurred_speech,irritation_in_anus,chills,,,,,,,,,,
Person injured while boarding or alighting from dune buggy,mild_fever,fast_heart_rate,spotting_urination,stomach_pain,knee_pain,weakness_in_limbs,,,,,,,,,,,
Penetrating wound with foreign body of unspecified eyeball,swelling_joints,loss_of_smell,acute_liver_failure,palpitations,,,,,,,,,,,,,
Displaced fracture of distal pole of navicular [scaphoid] bone of right wrist,blackheads,sunken_eyes,yellow_urine,scurring,fluid_overload,yellowish_skin,lack_of_concentration,,,,,,,,,,
Minor laceration of left pulmonary blood vessels,constipation,silver_like_dusting,muscle_pain,cramps,runny_nose,,,,,,,,,,,,
"Burn of third degree of left hand, unspecified site",small_dents_in_nails,yellowish_skin,coma,pain_behind_the_eyes,enlarged_thyroid,,,,,,,,,,,,
"Interstitial myositis, lower leg",coma,swelling_of_stomach,visual_disturbances,fast_heart_rate,blackheads,,,,,,,,,,,,
"Stress fracture, unspecified humerus",skin_peeling,palpitations,family_history,shivering,spinning_movements,,,,,,,,,,,,
Hypertrophy of breast,nausea,itching,throat_irritation,skin_rash,fatigue,,,,,,,,,,,,
Nonspecific symptoms peculiar to infancy,pain_in_anal_region,patches_in_throat,watering_from_eyes,swelled_lymph_nodes,yellowing_of_eyes,stomach_bleeding,,,,,,,,,,,
"War operation involving other effects of nuclear weapons, military personnel",polyuria,knee_pain,mild_fever,pus_filled_pimples,fluid_overload,receiving_unsterile_injections,muscle_weakness,,,,,,,,,,
Leakage of intraperitoneal dialysis catheter,stomach_bleeding,slurred_speech,patches_in_throat,high_fever,indigestion,back_pain,bruising,,,,,,,,,,
Encounter for screening for other suspected endocrine disorder,yellowing_of_eyes,acidity,blood_in_sputum,throat_irritation,high_fever,,,,,,,,,,,,
"Unspecified malignant neoplasm of skin of eyelid, including canthus",nausea,breathlessness,inflammatory_nails,neck_pain,passage_of_gases,weakness_of_one_body_side,,,,,,,,,,,
Compression of brain,fluid_overload,spinning_movements,stomach_pain,visual_disturbances,malaise,pain_during_bowel_movements,,,,,,,,,,,
"Military operations involving explosion of aerial bomb, military personnel",movement_stiffness,anxiety,pain_behind_the_eyes,mucoid_sputum,hip_joint_pain,yellow_urine,unsteadiness,,,,,,,,,,
"Fibrosis due to genitourinary prosthetic devices, implants and grafts",bloody_stool,skin_peeling,mucoid_sputum,hip_joint_pain,abdominal_pain,cramps,,,,,,,,,,,
Laceration without foreign body of unspecified hand,neck_pain,prominent_veins_on_calf,breathlessness,weight_gain,rusty_sputum,visual_disturbances,irritability,,,,,,,,,,
Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident,nausea,skin_peeling,sinus_pressure,palpitations,,,,,,,,,,,,,
Traumatic rupture of other ligament of right middle finger at metacarpophalangeal and interphalangeal joint,weakness_of_one_body_side,prognosis,stomach_bleeding,blister,yellow_crust_ooze,,,,,,,,,,,,
"Unspecified injury of femoral artery, right leg",swelled_lymph_nodes,distention_of_abdomen,pain_behind_the_eyes,depression,skin_peeling,,,,,,,,,,,,
Medial epicondylitis,fluid_overload,sinus_pressure,irritation_in_anus,knee_pain,excessive_hunger,,,,,,,,,,,,
Open bite of right forearm,altered_sensorium,blackheads,joint_pain,loss_of_smell,bruising,history_of_alcohol_consumption,,,,,,,,,,,
Other mechanical complication of other implanted electronic stimulator of nervous system,palpitations,family_history,unsteadiness,nodal_skin_eruptions,mucoid_sputum,prognosis,spinning_movements,,,,,,,,,,
Other exposure to controlled fire in building or structure,continuous_feel_of_urine,sinus_pressure,visual_disturbances,irregular_sugar_level,yellow_crust_ooze,fatigue,movement_stiffness,,,,,,,,,,
"Nondisplaced fracture of neck of fourth metacarpal bone, right hand",swelled_lymph_nodes,irritation_in_anus,foul_smell_ofurine,weight_loss,swollen_blood_vessels,ulcers_on_tongue,,,,,,,,,,,
Hydroureter,muscle_weakness,neck_pain,cramps,loss_of_smell,indigestion,,,,,,,,,,,,
"Staphylococcal arthritis, ankle and foot",polyuria,weight_gain,chest_pain,history_of_alcohol_consumption,bloody_stool,irregular_sugar_level,,,,,,,,,,,
Abrasion of nose,obesity,cramps,muscle_weakness,small_dents_in_nails,headache,chest_pain,,,,,,,,,,,
Unspecified occupant of heavy transport vehicle injured in collision with other motor vehicles in traffic accident,irritability,family_history,visual_disturbances,anxiety,fast_heart_rate,,,,,,,,,,,,
"Terrorism, secondary effects, civilian injured",throat_irritation,runny_nose,fluid_overload,rusty_sputum,scurring,diarrhoea,,,,,,,,,,,
Unspecified sprain of unspecified elbow,irritation_in_anus,irritability,pain_in_anal_region,stiff_neck,bloody_stool,rusty_sputum,,,,,,,,,,,
Unspecified atherosclerosis of other type of bypass graft(s) of the extremities,drying_and_tingling_lips,back_pain,weakness_in_limbs,pus_filled_pimples,swollen_legs,,,,,,,,,,,,
Passenger on bus injured in collision with pedal cycle in traffic accident,yellow_crust_ooze,diarrhoea,swelling_of_stomach,puffy_face_and_eyes,,,,,,,,,,,,,
"Corrosion of first degree of left ear [any part, except ear drum]",blister,headache,mild_fever,excessive_hunger,family_history,,,,,,,,,,,,
Other anomalies of pupillary function,passage_of_gases,coma,pus_filled_pimples,prognosis,vomiting,,,,,,,,,,,,
"Salter-Harris Type II physeal fracture of upper end of radius, unspecified arm",pain_during_bowel_movements,unsteadiness,malaise,dark_urine,continuous_feel_of_urine,,,,,,,,,,,,
"Other specified bursopathies, ankle and foot",red_sore_around_nose,weight_loss,weakness_in_limbs,cold_hands_and_feets,ulcers_on_tongue,pus_filled_pimples,blood_in_sputum,,,,,,,,,,
Hypertrophy of tonsils,enlarged_thyroid,high_fever,coma,continuous_feel_of_urine,silver_like_dusting,,,,,,,,,,,,
Retained cholelithiasis following cholecystectomy,loss_of_smell,history_of_alcohol_consumption,fatigue,depression,,,,,,,,,,,,,
"Drowning and submersion while in bathtub, undetermined intent",throat_irritation,sinus_pressure,diarrhoea,phlegm,muscle_weakness,joint_pain,,,,,,,,,,,
"Laceration of extensor muscle, fascia and tendon of right thumb at wrist and hand level",bruising,irritability,yellowish_skin,belly_pain,swelled_lymph_nodes,,,,,,,,,,,,
"Infection of amniotic sac and membranes, unspecified, third trimester",cough,drying_and_tingling_lips,loss_of_balance,itching,yellowing_of_eyes,swollen_legs,joint_pain,,,,,,,,,,
Other specified injuries of unspecified hip,skin_rash,blurred_and_distorted_vision,blood_in_sputum,altered_sensorium,itching,fluid_overload,brittle_nails,,,,,,,,,,
"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm",foul_smell_ofurine,swelled_lymph_nodes,spinning_movements,abdominal_pain,,,,,,,,,,,,,
Other specified interstitial pulmonary diseases,weakness_in_limbs,pain_in_anal_region,abnormal_menstruation,sweating,redness_of_eyes,yellowish_skin,,,,,,,,,,,
"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, assault",yellowish_skin,bloody_stool,pus_filled_pimples,muscle_pain,swelling_joints,vomiting,foul_smell_ofurine,,,,,,,,,,
"Minor laceration of greater saphenous vein at hip and thigh level, unspecified leg",chest_pain,irritability,acidity,abdominal_pain,pain_during_bowel_movements,neck_pain,history_of_alcohol_consumption,,,,,,,,,,
"Unspecified injury of axillary artery, right side",yellowish_skin,muscle_wasting,toxic_look_(typhos),sunken_eyes,skin_peeling,receiving_unsterile_injections,,,,,,,,,,,
Burn of second degree of right palm,nodal_skin_eruptions,loss_of_smell,internal_itching,prognosis,swelled_lymph_nodes,fast_heart_rate,,,,,,,,,,,
Unspecified open wound of right ear,blister,pain_during_bowel_movements,silver_like_dusting,breathlessness,skin_peeling,coma,unsteadiness,,,,,,,,,,
Sprain of other ligament of left ankle,prognosis,polyuria,altered_sensorium,dehydration,red_sore_around_nose,,,,,,,,,,,,
Other specified misadventures during surgical and medical care,history_of_alcohol_consumption,skin_peeling,silver_like_dusting,chills,,,,,,,,,,,,,
"Poisoning by other agents primarily acting on the respiratory system, accidental (unintentional)",excessive_hunger,irritability,weight_gain,blood_in_sputum,yellow_crust_ooze,blurred_and_distorted_vision,enlarged_thyroid,,,,,,,,,,
Other viral diseases complicating childbirth,irritation_in_anus,increased_appetite,continuous_sneezing,muscle_wasting,obesity,red_spots_over_body,fatigue,,,,,,,,,,
Congenital absence of bladder and urethra,bloody_stool,excessive_hunger,red_sore_around_nose,spinning_movements,,,,,,,,,,,,,
Other specified injury of unspecified blood vessel at wrist and hand of unspecified arm,mucoid_sputum,prominent_veins_on_calf,irritation_in_anus,passage_of_gases,prognosis,history_of_alcohol_consumption,ulcers_on_tongue,,,,,,,,,,
"Poisoning by heroin, undetermined",prognosis,swollen_legs,acidity,prominent_veins_on_calf,,,,,,,,,,,,,
Chronic sinusitis,neck_pain,drying_and_tingling_lips,acute_liver_failure,scurring,blister,loss_of_appetite,dark_urine,,,,,,,,,,
"Poisoning by other antacids and anti-gastric-secretion drugs, assault",anxiety,stiff_neck,sinus_pressure,muscle_pain,,,,,,,,,,,,,
Vesicoureteral-reflux,coma,malaise,yellowing_of_eyes,irritability,,,,,,,,,,,,,
"Other complications following immunization, not elsewhere classified",cold_hands_and_feets,abdominal_pain,joint_pain,belly_pain,acute_liver_failure,muscle_wasting,puffy_face_and_eyes,,,,,,,,,,
"Retinopathy of prematurity, stage 4",redness_of_eyes,lethargy,small_dents_in_nails,yellowish_skin,swelled_lymph_nodes,headache,itching,,,,,,,,,,
Salter-Harris Type II physeal fracture of phalanx of right toe,pain_behind_the_eyes,acidity,abnormal_menstruation,irregular_sugar_level,lethargy,,,,,,,,,,,,
"Necrotizing vasculopathy, unspecified",mild_fever,spinning_movements,family_history,sweating,mood_swings,,,,,,,,,,,,
Other sprain of left shoulder joint,swollen_blood_vessels,muscle_pain,fatigue,lack_of_concentration,,,,,,,,,,,,,
"Poisoning by benzodiazepines, undetermined",puffy_face_and_eyes,toxic_look_(typhos),irregular_sugar_level,burning_micturition,,,,,,,,,,,,,
Displaced fracture of medial condyle of left femur,skin_peeling,swelling_joints,cough,slurred_speech,,,,,,,,,,,,,
"Unspecified soft tissue disorder related to use, overuse and pressure of upper arm",rusty_sputum,inflammatory_nails,prognosis,distention_of_abdomen,depression,joint_pain,headache,,,,,,,,,,
Nondisplaced fracture of right ulna styloid process,watering_from_eyes,slurred_speech,history_of_alcohol_consumption,swelling_of_stomach,depression,scurring,,,,,,,,,,,
Lesion of sciatic nerve,irregular_sugar_level,spotting_urination,yellow_urine,congestion,,,,,,,,,,,,,
"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm",stiff_neck,bruising,mucoid_sputum,high_fever,loss_of_appetite,excessive_hunger,internal_itching,,,,,,,,,,
"Other hypertrophic osteoarthropathy, hand",bloody_stool,muscle_wasting,toxic_look_(typhos),throat_irritation,lethargy,,,,,,,,,,,,
"Nursemaid's elbow, right elbow",fast_heart_rate,hip_joint_pain,prominent_veins_on_calf,extra_marital_contacts,irritation_in_anus,weakness_of_one_body_side,pain_in_anal_region,,,,,,,,,,
"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand",bloody_stool,congestion,drying_and_tingling_lips,fluid_overload,coma,red_sore_around_nose,toxic_look_(typhos),,,,,,,,,,
"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb",depression,weakness_of_one_body_side,loss_of_appetite,increased_appetite,,,,,,,,,,,,,
"Toxic effect of trichloroethylene, undetermined",yellowing_of_eyes,spotting_urination,family_history,swollen_extremeties,swollen_blood_vessels,obesity,blood_in_sputum,,,,,,,,,,
"Unspecified fracture of shaft of humerus, left arm",passage_of_gases,swelling_of_stomach,swollen_blood_vessels,extra_marital_contacts,yellowish_skin,,,,,,,,,,,,
Abrasion of right wrist,diarrhoea,sunken_eyes,palpitations,malaise,,,,,,,,,,,,,
"Felty's syndrome, multiple sites",passage_of_gases,irritation_in_anus,small_dents_in_nails,yellowing_of_eyes,bladder_discomfort,runny_nose,scurring,,,,,,,,,,
Disseminated zoster,scurring,visual_disturbances,family_history,burning_micturition,abnormal_menstruation,foul_smell_ofurine,acute_liver_failure,,,,,,,,,,
"Rh incompatibility reaction due to transfusion of blood or blood products, unspecified",muscle_pain,scurring,skin_peeling,mood_swings,,,,,,,,,,,,,
Open bite of right back wall of thorax with penetration into thoracic cavity,mucoid_sputum,internal_itching,yellow_crust_ooze,weight_gain,yellowish_skin,loss_of_smell,increased_appetite,,,,,,,,,,
Chronic mastoiditis,blood_in_sputum,loss_of_smell,distention_of_abdomen,back_pain,ulcers_on_tongue,stomach_pain,,,,,,,,,,,
"Other secondary osteonecrosis, humerus",indigestion,dehydration,movement_stiffness,swollen_legs,skin_peeling,,,,,,,,,,,,
Other and unspecified infectious diseases,neck_pain,back_pain,slurred_speech,movement_stiffness,prognosis,painful_walking,,,,,,,,,,,
"Paralytic calcification and ossification of muscle, hand",fast_heart_rate,irritability,weakness_of_one_body_side,indigestion,swollen_blood_vessels,chest_pain,,,,,,,,,,,
"Maternal care for fetal problem, unspecified, second trimester",distention_of_abdomen,loss_of_smell,bloody_stool,muscle_pain,pain_during_bowel_movements,,,,,,,,,,,,
Occlusion and stenosis of unspecified precerebral artery,bloody_stool,dark_urine,fluid_overload,vomiting,loss_of_balance,,,,,,,,,,,,
"Weeks of gestation of pregnancy, weeks 30-39",ulcers_on_tongue,coma,runny_nose,palpitations,acidity,dischromic_patches,,,,,,,,,,,
Other transitory neonatal electrolyte and metabolic disturbances,receiving_blood_transfusion,pus_filled_pimples,hip_joint_pain,throat_irritation,burning_micturition,chills,movement_stiffness,,,,,,,,,,
"Drug-induced gout, hip",muscle_wasting,watering_from_eyes,polyuria,prognosis,slurred_speech,belly_pain,breathlessness,,,,,,,,,,
Salter-Harris Type I physeal fracture of upper end of unspecified tibia,family_history,anxiety,fast_heart_rate,painful_walking,receiving_blood_transfusion,,,,,,,,,,,,
Unspecified superficial injury of scrotum and testes,lethargy,swollen_blood_vessels,yellowish_skin,dizziness,spotting_urination,,,,,,,,,,,,
Puncture wound with foreign body of unspecified part of head,bruising,spinning_movements,swollen_legs,pain_behind_the_eyes,visual_disturbances,family_history,,,,,,,,,,,
"Toxic effect of taipan venom, intentional self-harm",obesity,red_spots_over_body,breathlessness,pus_filled_pimples,,,,,,,,,,,,,
"Age-related osteoporosis with current pathological fracture, unspecified lower leg",weakness_of_one_body_side,prognosis,swollen_blood_vessels,visual_disturbances,history_of_alcohol_consumption,bloody_stool,puffy_face_and_eyes,,,,,,,,,,
Laceration with foreign body of right forearm,skin_rash,acute_liver_failure,cramps,anxiety,movement_stiffness,spotting_urination,,,,,,,,,,,
Driver of pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident,bladder_discomfort,irritation_in_anus,joint_pain,yellowish_skin,toxic_look_(typhos),blurred_and_distorted_vision,,,,,,,,,,,
Other mechanical complication of other cardiac electronic device,obesity,foul_smell_ofurine,small_dents_in_nails,dizziness,,,,,,,,,,,,,
"Calcification and ossification of muscle, unspecified",sunken_eyes,acidity,runny_nose,movement_stiffness,swollen_legs,,,,,,,,,,,,
Burn of first degree of left scapular region,fluid_overload,abdominal_pain,inflammatory_nails,lethargy,lack_of_concentration,,,,,,,,,,,,
"Open bite, unspecified knee",neck_pain,cough,abnormal_menstruation,back_pain,slurred_speech,fatigue,,,,,,,,,,,
Other exposure to forces of nature,blurred_and_distorted_vision,weight_gain,inflammatory_nails,toxic_look_(typhos),itching,hip_joint_pain,blackheads,,,,,,,,,,
